id,Creative Habits,Creative Species,Top Species Habits,Gender,Discipline,Cluster,n_Creative_Habits,ClusterBridging,ClusterCentrality,Cluster_Fraction,x_tsne,y_tsne,label,OriginalLabel,OriginalX,OriginalY,OriginalSize
5043,Monotasker|Specialist|Solo Creator|Self-Critical|Dislike Distractions|Inwardly Inspired|Rational|Internally Motivated|NonKinetic|Comforting Mess|Slow-Paced|Risk-Averse|Make It Happen|Tenacious|Nature-Agnostic|Novelty-Seeker|Stifled By Constraints,Solo Noctus,"Stifled By Constraints, Internally Motivated, Solo Creator, Night Owl, Risk-Averse",Female,Science-Engineering|Arts-Design,Creative Species 7,17,0.7759858183207027,3.39704946414526,0.04245821654728537,-26.78633689880371,7.003169059753418,5043,5043,-26.78633689880371,7.003169059753418,10
5044,Generalist|Solo Creator|Self-Critical|Dislike Distractions|Outwardly Inspired|Intuitive|Internally Motivated|Kinetic|Fast-Paced|Risk-Friendly|Let It Happen|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",,,Creative Species 2,14,-0.7740935389487178,0.298150185421698,0.1993148551853005,6.518144130706787,16.09102058410645,5044,5044,6.518144130706787,16.09102058410645,10
5052,Multitasker|Generalist|Collaborator|Self-Assured|Dislike Distractions|Outwardly Inspired|Intuitive|Externally Motivated|Kinetic|Tidy|Fast-Paced|Perfectionist|Risk-Friendly|Let It Happen|Reframer|Novelty-Seeker|Early Bird,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",,,Creative Species 3,18,-0.8547887067824074,5.206279817169121,0.1881033945811274,21.80324363708496,-2.134739875793457,5052,5052,21.80324363708496,-2.134739875793457,10
5054,Solo Creator|Dislike Distractions|Rational|Externally Motivated|Perfectionist|Risk-Averse|Make It Happen|Private Spaces|Quiet/Silence|Routine-Seeker,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Female,Arts-Design,Creative Species 1,11,-0.6120579469913403,0.1545207268332488,0.2128101318384719,-23.9768009185791,-15.62168407440186,5054,5054,-23.9768009185791,-15.62168407440186,10
5057,Monotasker|Generalist|Solo Creator|Self-Assured|Dislike Distractions|Externally Motivated|Tidy|Fast-Paced|Risk-Averse|Make It Happen|Tenacious|Private Spaces|Quiet/Silence|Nature-Agnostic|Routine-Seeker|Stifled By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Female,Arts-Design,Creative Species 1,18,-0.4127032652868031,1.28455002934086,0.2128101318384719,-20.54295539855957,-2.403417587280273,5057,5057,-20.54295539855957,-2.403417587280273,10
5059,Monotasker|Solo Creator|Self-Critical|Inwardly Inspired|Intuitive|NonKinetic|Comforting Mess|Fast-Paced|Risk-Averse|Make It Happen|Quiet/Silence|Nature-Agnostic|Stifled By Constraints,Solo Noctus,"Stifled By Constraints, Internally Motivated, Solo Creator, Night Owl, Risk-Averse",,,Creative Species 7,14,-0.8003008954872757,0.01351496527687129,0.04245821654728537,-25.63520050048828,5.687041282653809,5059,5059,-25.63520050048828,5.687041282653809,10
5060,Multitasker|Generalist|Solo Creator|Dislike Distractions|Inwardly Inspired|Rational|Externally Motivated|Fast-Paced|Perfectionist|Risk-Friendly|Make It Happen|Reframer|Private Spaces|Quiet/Silence|Routine-Seeker|Stimulated By Constraints|Early Bird,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",Male,Science-Engineering|Business-Entrepreneurship|Arts-Design,Creative Species 3,18,0.1380395006623844,0.5246666544843509,0.1881033945811274,8.737914085388184,-8.769509315490723,5060,5060,8.737914085388184,-8.769509315490723,10
5061,Monotasker|Solo Creator|Dislike Distractions|Inwardly Inspired|Intuitive|Internally Motivated|Tidy|Slow-Paced|Risk-Averse|Let It Happen|Tenacious|Private Spaces|Stifled By Constraints,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",,,Creative Species 4,14,0.7566502460105553,0.3335375768111413,0.1397280182705284,-11.74921798706055,7.923999786376953,5061,5061,-11.74921798706055,7.923999786376953,10
5062,Multitasker|Specialist|Collaborator|Self-Critical|Love Distractions|Outwardly Inspired|Intuitive|Internally Motivated|Fast-Paced|Pragmatist|Risk-Friendly|Let It Happen|Private Spaces|Noise/Music|Nature-Lover|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Female,Arts-Design,Creative Species 2,18,0.3253227809391814,0.4686416028586921,0.1993148551853005,13.73583507537842,12.95540904998779,5062,5062,13.73583507537842,12.95540904998779,10
5065,Monotasker|Love Distractions|Inwardly Inspired|Intuitive|Internally Motivated|Comforting Mess|Pragmatist|Tenacious|Noise/Music|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,Science-Engineering|Arts-Design,Creative Species 2,13,-0.9463927305757337,0.2368568176141326,0.1993148551853005,-3.057001352310181,21.74332046508789,5065,5065,-3.057001352310181,21.74332046508789,10
5066,Multitasker|Generalist|Self-Critical|Outwardly Inspired|Rational|Externally Motivated|Tidy|Risk-Averse|Make It Happen|Reframer|Private Spaces|Quiet/Silence|Nature-Agnostic|Routine-Seeker|Stimulated By Constraints,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Male,Arts-Design,Creative Species 1,15,0.08795265860669627,0.4136979962193581,0.2128101318384719,-21.77417755126953,-19.56651306152344,5066,5066,-21.77417755126953,-19.56651306152344,10
5067,Multitasker|Generalist|Solo Creator|Self-Critical|Dislike Distractions|Inwardly Inspired|Intuitive|Externally Motivated|Kinetic|Tidy|Fast-Paced|Perfectionist|Risk-Averse|Make It Happen|Tenacious|Private Spaces|Quiet/Silence|Nature-Agnostic|Novelty-Seeker|Stifled By Constraints|Early Bird,Sui Inspira,"Routine-Seeker, Private Spaces, Internally Motivated, Solo Creator, Inwardly Inspired",Male,Arts-Design,Creative Species 6,22,1.578612308288587,0.9479602116006353,0.09820409010692412,-13.62343883514404,1.442658066749573,5067,5067,-13.62343883514404,1.442658066749573,10
5071,Monotasker|Specialist|Collaborator|Outwardly Inspired|Rational|Externally Motivated|Comforting Mess|Fast-Paced|Risk-Averse|Tenacious|Private Spaces|Noise/Music|Novelty-Seeker|Stimulated By Constraints|Night Owl,Novo Gregarious,"Novelty-Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",,,Creative Species 5,15,-0.6321012826405751,0.06467462943942802,0.1024602927436936,18.45312690734863,-23.68341827392578,5071,5071,18.45312690734863,-23.68341827392578,10
5072,Monotasker|Solo Creator|Self-Critical|Dislike Distractions|Intuitive|Externally Motivated|Pragmatist|Risk-Averse|Let It Happen|Tenacious|Private Spaces|Quiet/Silence|Novelty-Seeker,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",Male,Arts-Design,Creative Species 4,13,-0.007976544765836358,0.7571219122082737,0.1397280182705284,-9.644613265991211,8.903128623962402,5072,5072,-9.644613265991211,8.903128623962402,10
5073,Multitasker|Generalist|Solo Creator|Dislike Distractions|Inwardly Inspired|Internally Motivated|Comforting Mess|Fast-Paced|Risk-Friendly|Let It Happen|Reframer|Public Spaces|Novelty-Seeker,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Female,Science-Engineering|Arts-Design,Creative Species 2,13,0.2585780902513617,0.6841136543667647,0.1993148551853005,5.869433879852295,12.58392810821533,5073,5073,5.869433879852295,12.58392810821533,10
5077,Generalist|Solo Creator|Self-Critical|Love Distractions|Inwardly Inspired|Internally Motivated|Comforting Mess|Fast-Paced|Pragmatist|Risk-Friendly|Let It Happen|Tenacious|Private Spaces|Noise/Music|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",,,Creative Species 2,18,-0.09633502780871638,2.836782189550521,0.1993148551853005,5.563342094421387,17.12338638305664,5077,5077,5.563342094421387,17.12338638305664,10
5078,Monotasker|Solo Creator|Self-Critical|Dislike Distractions|Outwardly Inspired|Externally Motivated|Kinetic|Slow-Paced|Risk-Averse|Make It Happen|Tenacious|Private Spaces|Quiet/Silence|Novelty-Seeker|Stifled By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Male,Arts-Design,Creative Species 1,16,5.479128220978538,1.362461344901265,0.2128101318384719,-14.73616981506348,-9.724063873291016,5078,5078,-14.73616981506348,-9.724063873291016,10
5080,Generalist|Collaborator|Love Distractions|Externally Motivated|Pragmatist|Risk-Friendly|Noise/Music|Novelty-Seeker|Night Owl,Novo Gregarious,"Novelty-Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",Female,Science-Engineering|Arts-Design,Creative Species 5,9,-0.9016068438292595,0.9452148476883319,0.1024602927436936,21.76224708557129,-9.864715576171875,5080,5080,21.76224708557129,-9.864715576171875,10
5084,Multitasker|Generalist|Collaborator|Self-Assured|Dislike Distractions|Outwardly Inspired|Intuitive|Externally Motivated|Kinetic|Tidy|Fast-Paced|Pragmatist|Risk-Averse|Let It Happen|Reframer|Private Spaces|Quiet/Silence|Routine-Seeker|Stimulated By Constraints|Early Bird,Socialis Adventurous,"Collaborator, Risk-Friendly, Multitasker, Reframer, Kinetic",,,Creative Species 3,20,-0.6777701988201331,2.471375354813055,0.1881033945811274,14.61301708221436,-4.914178848266602,5084,5084,14.61301708221436,-4.914178848266602,10
5089,Multitasker|Generalist|Solo Creator|Self-Critical|Dislike Distractions|Intuitive|Internally Motivated|NonKinetic|Comforting Mess|Perfectionist|Risk-Averse|Let It Happen|Reframer|Private Spaces|Quiet/Silence|Nature-Lover|Routine-Seeker|Stifled By Constraints|Night Owl,Sui Inspira,"Routine-Seeker, Private Spaces, Internally Motivated, Solo Creator, Inwardly Inspired",Female,,Creative Species 6,20,2.111112679698002,2.870944189634947,0.09820409010692412,-16.34690475463867,4.613698482513428,5089,5089,-16.34690475463867,4.613698482513428,10
5092,Monotasker|Solo Creator|Dislike Distractions|Outwardly Inspired|Rational|Internally Motivated|NonKinetic|Risk-Averse|Make It Happen|Tenacious|Private Spaces|Quiet/Silence|Nature-Agnostic|Routine-Seeker|Stimulated By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Female,Arts-Design,Creative Species 1,16,-0.8211674864368597,4.686661881874362,0.2128101318384719,-27.70157432556152,-4.223785400390625,5092,5092,-27.70157432556152,-4.223785400390625,10
5093,Monotasker|Specialist|Solo Creator|Self-Critical|Dislike Distractions|Outwardly Inspired|Externally Motivated|NonKinetic|Slow-Paced|Perfectionist|Risk-Averse|Tenacious|Private Spaces|Routine-Seeker|Stimulated By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Male,Science-Engineering,Creative Species 1,16,-0.8211674864368597,2.827489266920824,0.2128101318384719,-27.36757469177246,-14.89084053039551,5093,5093,-27.36757469177246,-14.89084053039551,10
5099,Solo Creator|Self-Critical|Dislike Distractions|Inwardly Inspired|Intuitive|Internally Motivated|NonKinetic|Comforting Mess|Fast-Paced|Risk-Averse|Private Spaces|Noise/Music|Nature-Lover|Routine-Seeker|Stifled By Constraints,Sui Inspira,"Routine-Seeker, Private Spaces, Internally Motivated, Solo Creator, Inwardly Inspired",Female,Arts-Design,Creative Species 6,16,-0.1817690808971588,0.1784123180273706,0.09820409010692412,-19.13186836242676,7.595031261444092,5099,5099,-19.13186836242676,7.595031261444092,10
5105,Monotasker|Generalist|Dislike Distractions|Outwardly Inspired|Intuitive|Internally Motivated|Fast-Paced|Risk-Friendly|Reframer|Private Spaces|Noise/Music|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Female,Arts-Design,Creative Species 2,15,0.4922580084037002,0.3326733710384375,0.1993148551853005,9.84601879119873,12.24197387695312,5105,5105,9.84601879119873,12.24197387695312,10
5106,Monotasker|Solo Creator|Self-Critical|Dislike Distractions|Inwardly Inspired|Rational|Externally Motivated|Risk-Averse|Make It Happen|Nature-Agnostic|Stimulated By Constraints,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",,,Creative Species 1,12,-0.8211674864368597,0.03873034449051829,0.2128101318384719,-31.16646957397461,-9.860960006713867,5106,5106,-31.16646957397461,-9.860960006713867,10
5108,Generalist|Love Distractions|Internally Motivated|NonKinetic|Comforting Mess|Risk-Averse|Reframer|Noise/Music|Novelty-Seeker|Stifled By Constraints|Night Owl,Solo Noctus,"Stifled By Constraints, Internally Motivated, Solo Creator, Night Owl, Risk-Averse",Female,Science-Engineering,Creative Species 7,12,0.2538159962119593,0.1556850750254329,0.04245821654728537,13.90911102294922,-17.42510223388672,5108,5108,13.90911102294922,-17.42510223388672,10
5110,Multitasker|Solo Creator|Self-Critical|Inwardly Inspired|Intuitive|Externally Motivated|Kinetic|Tidy|Fast-Paced|Risk-Averse|Make It Happen|Reframer|Private Spaces|Nature-Lover|Stimulated By Constraints,Sui Inspira,"Routine-Seeker, Private Spaces, Internally Motivated, Solo Creator, Inwardly Inspired",Female,Science-Engineering|Business-Entrepreneurship|Arts-Design,Creative Species 6,16,-0.7287175300101926,0.2454374317086553,0.09820409010692412,-14.91782188415527,-1.302808284759521,5110,5110,-14.91782188415527,-1.302808284759521,10
5111,Monotasker|Solo Creator|Self-Critical|Inwardly Inspired|Intuitive|Internally Motivated|Slow-Paced|Let It Happen|Tenacious|Private Spaces|Quiet/Silence|Nature-Agnostic|Novelty-Seeker,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",,,Creative Species 4,14,-0.5721008133845944,1.108279704367137,0.1397280182705284,-10.46044921875,7.930011749267578,5111,5111,-10.46044921875,7.930011749267578,10
5113,Multitasker|Generalist|Love Distractions|Outwardly Inspired|Externally Motivated|NonKinetic|Comforting Mess|Fast-Paced|Pragmatist|Risk-Friendly|Let It Happen|Reframer|Private Spaces|Quiet/Silence|Nature-Agnostic|Novelty-Seeker|Stifled By Constraints|Early Bird,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Female,,Creative Species 2,18,4.318363446241212,0.07794612882293947,0.1993148551853005,11.76876354217529,5.792937755584717,5113,5113,11.76876354217529,5.792937755584717,10
5120,Solo Creator|Self-Critical|Dislike Distractions|Internally Motivated|NonKinetic|Tidy|Slow-Paced|Risk-Averse|Make It Happen|Private Spaces|Quiet/Silence|Nature-Agnostic|Routine-Seeker|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",,,Creative Species 1,14,-0.7078818992701134,1.81741458469631,0.2128101318384719,-24.93623733520508,-1.607292652130127,5120,5120,-24.93623733520508,-1.607292652130127,10
5122,Generalist|Solo Creator|Love Distractions|Inwardly Inspired|Intuitive|Internally Motivated|Comforting Mess|Fast-Paced|Perfectionist|Risk-Friendly|Reframer|Nature-Agnostic|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,Science-Engineering|Business-Entrepreneurship|Arts-Design,Creative Species 2,16,-0.9463927305757337,1.212026840406,0.1993148551853005,1.166135668754578,19.90671920776367,5122,5122,1.166135668754578,19.90671920776367,10
5127,Solo Creator|Dislike Distractions|Inwardly Inspired|Tidy|Perfectionist|Risk-Averse|Make It Happen|Reframer|Private Spaces|Quiet/Silence|Nature-Agnostic|Routine-Seeker|Stifled By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Female,,Creative Species 1,14,0.2253097513417542,0.03131296376259248,0.2128101318384719,-19.04497337341309,-3.379235744476318,5127,5127,-19.04497337341309,-3.379235744476318,10
5130,Monotasker|Dislike Distractions|Inwardly Inspired|Intuitive|Internally Motivated|Kinetic|Tidy|Fast-Paced|Let It Happen|Private Spaces|Quiet/Silence|Novelty-Seeker|Stifled By Constraints|Night Owl,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",Female,Business-Entrepreneurship,Creative Species 4,15,0.9091124301061361,0.1958780520057394,0.1397280182705284,-2.180413722991943,5.761549949645996,5130,5130,-2.180413722991943,5.761549949645996,10
5133,Multitasker|Generalist|Solo Creator|Love Distractions|Inwardly Inspired|Intuitive|Internally Motivated|NonKinetic|Comforting Mess|Perfectionist|Let It Happen|Reframer|Private Spaces|Noise/Music|Novelty-Seeker|Stifled By Constraints,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Female,Science-Engineering|Arts-Design,Creative Species 2,17,-0.9463927305757337,3.301676889245717,0.1993148551853005,9.148674011230469,22.10876655578613,5133,5133,9.148674011230469,22.10876655578613,10
5136,Multitasker|Solo Creator|Self-Critical|Dislike Distractions|Inwardly Inspired|Internally Motivated|Perfectionist|Risk-Friendly|Make It Happen|Private Spaces|Quiet/Silence|Nature-Lover|Novelty-Seeker|Stifled By Constraints,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",,,Creative Species 2,15,0.5944357695946536,0.5465834041594742,0.1993148551853005,3.11797022819519,8.104320526123047,5136,5136,3.11797022819519,8.104320526123047,10
5140,Monotasker|Specialist|Solo Creator|Self-Critical|Dislike Distractions|Outwardly Inspired|Externally Motivated|Kinetic|Slow-Paced|Perfectionist|Risk-Averse|Make It Happen|Tenacious|Stimulated By Constraints|Early Bird,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Female,,Creative Species 1,15,-0.6577216879300293,0.6695803538391641,0.2128101318384719,-15.52823543548584,-11.56404972076416,5140,5140,-15.52823543548584,-11.56404972076416,10
5146,Monotasker|Generalist|Solo Creator|Outwardly Inspired|Externally Motivated|Kinetic|Tidy|Pragmatist|Risk-Friendly|Make It Happen|Reframer|Private Spaces|Noise/Music|Nature-Lover|Routine-Seeker|Stifled By Constraints|Night Owl,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",Female,Science-Engineering|Arts-Design,Creative Species 4,18,1.496530597940125,0.3167989997232109,0.1397280182705284,-0.09500548988580704,-7.104281425476074,5146,5146,-0.09500548988580704,-7.104281425476074,10
5147,Multitasker|Generalist|Solo Creator|Dislike Distractions|Inwardly Inspired|Intuitive|Internally Motivated|Kinetic|Slow-Paced|Pragmatist|Risk-Friendly|Let It Happen|Tenacious|Public Spaces|Quiet/Silence|Nature-Lover|Novelty-Seeker|Stifled By Constraints|Early Bird,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Female,Arts-Design,Creative Species 2,19,1.280807636457364,0.2359970143188886,0.1993148551853005,1.305676579475403,8.197219848632812,5147,5147,1.305676579475403,8.197219848632812,10
5150,Multitasker|Generalist|Solo Creator|Self-Critical|Internally Motivated|Risk-Friendly|Reframer|Noise/Music|Nature-Lover|Routine-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,Science-Engineering|Arts-Design,Creative Species 2,13,-0.7641525216185366,0.1739023384449885,0.1993148551853005,9.391536712646484,17.03828811645508,5150,5150,9.391536712646484,17.03828811645508,10
5156,Monotasker|Solo Creator|Dislike Distractions|Outwardly Inspired|Intuitive|Internally Motivated|Slow-Paced|Pragmatist|Risk-Averse|Let It Happen|Tenacious|Private Spaces|Quiet/Silence|Nature-Agnostic|Novelty-Seeker|Stifled By Constraints,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",Female,Arts-Design,Creative Species 4,17,-0.2638454475986355,2.564111150940272,0.1397280182705284,-11.06890296936035,8.733410835266113,5156,5156,-11.06890296936035,8.733410835266113,10
5157,Monotasker|Specialist|Solo Creator|Dislike Distractions|Inwardly Inspired|Rational|Externally Motivated|Tidy|Slow-Paced|Pragmatist|Risk-Averse|Tenacious|Private Spaces|Quiet/Silence|Nature-Agnostic|Routine-Seeker|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Male,,Creative Species 1,18,-0.4391679050544693,1.539994934868451,0.2128101318384719,-22.99199295043945,-7.045037269592285,5157,5157,-22.99199295043945,-7.045037269592285,10
5158,Solo Creator|Self-Assured|Dislike Distractions|Internally Motivated|Risk-Friendly|Let It Happen|Reframer|Private Spaces|Quiet/Silence|Novelty-Seeker|Stifled By Constraints,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",,,Creative Species 2,11,2.431253274033397,0.07108066675819841,0.1993148551853005,-1.646953940391541,12.45512390136719,5158,5158,-1.646953940391541,12.45512390136719,10
5159,Multitasker|Self-Critical|Love Distractions|Internally Motivated|NonKinetic|Comforting Mess|Fast-Paced|Risk-Friendly|Let It Happen|Reframer|Noise/Music|Nature-Agnostic|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Male,,Creative Species 2,16,-0.5592938356232107,1.118681517030923,0.1993148551853005,19.42079544067383,14.13753986358643,5159,5159,19.42079544067383,14.13753986358643,10
5161,Generalist|Self-Critical|Love Distractions|Outwardly Inspired|Intuitive|Comforting Mess|Let It Happen|Tenacious|Noise/Music|Novelty-Seeker|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Female,Arts-Design,Creative Species 2,11,-0.9463927305757337,0.09754681435815156,0.1993148551853005,19.07046318054199,15.17699432373047,5161,5161,19.07046318054199,15.17699432373047,10
5162,Monotasker|Generalist|Solo Creator|Self-Assured|Dislike Distractions|Rational|Internally Motivated|NonKinetic|Tidy|Perfectionist|Risk-Friendly|Make It Happen|Tenacious|Private Spaces|Quiet/Silence|Nature-Lover|Routine-Seeker|Stifled By Constraints,Focus Mononovous,"Novelty-Seeker, Monotasker, Stifled By Constraints, Quiet/Silence, Dislike Distractions",Male,,Creative Species 4,19,1.90180747396456,0.219800541666245,0.1397280182705284,-10.83324146270752,0.766440212726593,5162,5162,-10.83324146270752,0.766440212726593,10
5167,Monotasker|Solo Creator|Self-Critical|Love Distractions|Internally Motivated|NonKinetic|Comforting Mess|Slow-Paced|Risk-Friendly|Make It Happen|Tenacious|Private Spaces|Quiet/Silence|Novelty-Seeker|Stifled By Constraints,Solo Noctus,"Stifled By Constraints, Internally Motivated, Solo Creator, Night Owl, Risk-Averse",,,Creative Species 7,15,0.9104404797938651,0.6303476781774635,0.04245821654728537,-24.29414749145508,8.244032859802246,5167,5167,-24.29414749145508,8.244032859802246,10
5169,Monotasker|Specialist|Dislike Distractions|Outwardly Inspired|Externally Motivated|Kinetic|Tidy|Pragmatist|Risk-Averse|Reframer|Public Spaces|Noise/Music|Novelty-Seeker|Stimulated By Constraints|Night Owl,Novo Gregarious,"Novelty-Seeker, Externally Motivated, Outwardly Inspired, Collaborator, Noise/Music",Male,Arts-Design,Creative Species 5,15,0.2405960672634126,0.1403406037453839,0.1024602927436936,26.57428550720215,-19.9228630065918,5169,5169,26.57428550720215,-19.9228630065918,10
5171,Solo Creator|Dislike Distractions|Inwardly Inspired|Intuitive|Internally Motivated|NonKinetic|Comforting Mess|Slow-Paced|Risk-Averse|Tenacious|Private Spaces|Quiet/Silence|Stifled By Constraints|Night Owl,Sui Inspira,"Routine-Seeker, Private Spaces, Internally Motivated, Solo Creator, Inwardly Inspired",,,Creative Species 6,15,1.983751394665184,0.2196957571433077,0.09820409010692412,-20.87783241271973,7.276727199554443,5171,5171,-20.87783241271973,7.276727199554443,10
5173,Monotasker|Solo Creator|Self-Critical|Dislike Distractions|Internally Motivated|NonKinetic|Tidy|Slow-Paced|Pragmatist|Risk-Averse|Make It Happen|Reframer|Private Spaces|Quiet/Silence|Nature-Agnostic|Routine-Seeker|Stimulated By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Female,Arts-Design,Creative Species 1,19,0.02080116713764448,2.964298164076362,0.2128101318384719,-27.53730201721191,-6.885674476623535,5173,5173,-27.53730201721191,-6.885674476623535,10
5175,Multitasker|Solo Creator|Self-Assured|Love Distractions|Outwardly Inspired|Intuitive|Externally Motivated|NonKinetic|Comforting Mess|Fast-Paced|Risk-Friendly|Let It Happen|Private Spaces|Noise/Music|Nature-Agnostic|Novelty-Seeker|Stifled By Constraints|Night Owl,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Female,Arts-Design,Creative Species 2,18,0.7682118967334852,0.1564727995630462,0.1993148551853005,22.34823226928711,14.22890281677246,5175,5175,22.34823226928711,14.22890281677246,10
5179,Multitasker|Generalist|Solo Creator|Self-Critical|Dislike Distractions|Inwardly Inspired|Internally Motivated|Kinetic|Make It Happen|Reframer|Private Spaces|Quiet/Silence|Nature-Agnostic|Stifled By Constraints|Night Owl,Sui Inspira,"Routine-Seeker, Private Spaces, Internally Motivated, Solo Creator, Inwardly Inspired",Male,Arts-Design,Creative Species 6,16,0.8067508474240885,0.9052247236899202,0.09820409010692412,-17.30032539367676,0.2500121295452118,5179,5179,-17.30032539367676,0.2500121295452118,10
5180,Multitasker|Generalist|Solo Creator|Self-Assured|Dislike Distractions|Outwardly Inspired|Rational|Externally Motivated|Comforting Mess|Pragmatist|Risk-Averse|Make It Happen|Reframer|Private Spaces|Quiet/Silence|Nature-Agnostic|Routine-Seeker|Stimulated By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",,,Creative Species 1,20,0.1063381034020067,1.345942348655081,0.2128101318384719,-22.9773063659668,-17.40390014648438,5180,5180,-22.9773063659668,-17.40390014648438,10
5181,Multitasker|Generalist|Solo Creator|Dislike Distractions|Inwardly Inspired|Intuitive|Internally Motivated|Kinetic|Tidy|Fast-Paced|Perfectionist|Risk-Friendly|Let It Happen|Reframer|Private Spaces|Nature-Lover|Novelty-Seeker|Stifled By Constraints,Yolo Chaotis,"Novelty-Seeker, Risk-Friendly, Stifled By Constraints, Internally Motivated, Multitasker",Female,Science-Engineering|Arts-Design,Creative Species 2,19,1.319645059413537,4.743332244153959,0.1993148551853005,6.844190120697021,10.79188632965088,5181,5181,6.844190120697021,10.79188632965088,10
5183,Monotasker|Generalist|Solo Creator|Self-Critical|Dislike Distractions|Rational|Internally Motivated|Tidy|Slow-Paced|Perfectionist|Risk-Friendly|Make It Happen|Private Spaces|Quiet/Silence|Nature-Agnostic|Routine-Seeker|Stifled By Constraints|Night Owl,Mono Routinus,"Risk-Averse, Routine-Seeker, Dislike Distractions, Monotasker, Make It Happen",Male,Arts-Design,Creative Species 1,19,2.05068003887248,0.5311934667379976,0.2128101318384719,-21.89592742919922,-2.473291635513306,5183,5183,-21.89592742919922,-2.473291635513306,10
